object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
203563,351.953644,-62.132156,318.777388,-52.347124,1,0.1696,1.2745,0.7673,44.7518,0.019,62
203686,2.097458,-45.783966,324.737840,-69.478613,1,0.3910,0.4335,0.0347,41.8914,0.011,90
203758,349.285706,-62.884678,319.786163,-51.046461,1,0.1407,2.6581,1.1435,46.7091,0.018,42
203802,51.855469,-27.953188,223.543603,-55.561470,1,0.4400,0.3450,0.3873,41.3075,0.008,42
203970,150.117188,2.238686,236.784618,42.139082,1,0.6775,0.8415,0.0555,43.6376,0.016,90
203976,53.437500,-29.142223,225.908120,-54.336118,1,0.3549,0.5555,0.5397,42.5363,0.008,90
204288,53.085938,-27.784405,223.525509,-54.460748,1,0.0000,0.0000,0.0000,nan,0.007,65
204379,54.667969,-27.615883,223.610785,-53.050840,1,0.3140,0.3182,0.4988,41.1034,0.009,90
204437,33.925781,-5.979157,170.179895,-60.866303,1,0.7786,0.7963,0.0317,43.4901,0.022,90
204512,53.613281,-28.630989,225.073365,-54.119461,1,0.3662,0.4503,0.2944,41.9894,0.006,52
204575,53.789062,-27.784405,223.685697,-53.845803,1,0.0000,0.0000,0.0000,nan,0.009,65
204628,358.312500,-44.993881,332.185785,-68.685906,1,0.0000,0.0000,0.0000,nan,0.009,65
204697,347.013428,-62.508568,321.472056,-50.735330,1,0.3955,0.3901,0.2108,41.6206,0.018,90
204843,33.925781,-5.979157,170.179895,-60.866303,1,0.1336,2.4725,0.4947,46.5186,0.022,42
204989,352.398651,-62.696659,318.017427,-51.967966,1,0.2367,2.5833,1.2691,46.6341,0.020,90
205266,52.558594,-27.279613,222.538937,-54.845107,1,0.4344,0.3683,0.0312,41.4736,0.008,90
205293,359.446716,-44.201530,331.730015,-69.805709,1,0.0000,0.0000,0.0000,nan,0.010,16
205326,150.292969,2.686724,236.427488,42.541447,1,0.1197,0.1186,0.0045,38.7123,0.016,90
205449,149.414062,2.238686,236.239766,41.565558,1,0.5754,0.5512,0.0134,42.5161,0.017,90
205459,149.589844,3.583322,234.885369,42.474696,1,0.0000,0.0000,0.0000,nan,0.024,16
205850,359.814819,-44.399834,330.775011,-69.801007,1,1.2445,1.0570,0.1388,44.2490,0.009,95
205895,149.414062,2.238686,236.239766,41.565558,1,0.0000,0.0000,0.0000,nan,0.017,16
206141,352.711273,-63.823658,316.922299,-51.059403,1,0.5619,0.5554,0.0121,42.5359,0.024,88
206162,351.259003,-64.386185,317.344860,-50.255113,1,0.4738,0.5026,0.0258,42.2749,0.020,42
206547,51.328125,-27.784405,223.130589,-55.999499,1,0.1214,0.1463,0.0142,39.2073,0.013,52
206766,152.050781,3.284369,237.157374,44.318466,1,0.0000,0.0000,0.0000,nan,0.019,16
206940,35.332031,-5.979157,172.286722,-59.931743,1,0.0000,0.0000,0.0000,nan,0.022,65
207283,150.117188,2.836105,236.124718,42.483719,1,0.2740,0.5079,0.1403,42.3021,0.016,42
207413,152.050781,2.985506,237.495952,44.143927,1,0.2060,0.2247,0.0176,40.2405,0.019,90
207496,35.683594,-5.379379,171.992947,-59.253501,1,0.2339,0.2544,0.1653,40.5451,0.020,42
207535,149.589844,3.583322,234.885369,42.474696,1,0.2865,0.2932,0.5537,40.8985,0.024,90
207549,34.453125,-5.229529,169.987075,-59.956185,1,0.2897,0.6191,0.3403,42.8214,0.019,90
207706,347.812500,-63.448284,320.128971,-50.202348,1,0.5206,0.2638,0.1941,40.6348,0.021,90
207745,150.117188,2.836105,236.124718,42.483719,1,0.2097,0.2043,0.0120,40.0073,0.016,90
208261,150.996094,2.388015,237.313912,42.939977,1,0.4867,0.5046,0.0257,42.2850,0.021,90
208357,51.679688,-27.447618,222.618229,-55.642263,1,0.0000,0.0000,0.0000,nan,0.010,65
208526,358.665253,-45.783966,330.353593,-68.203652,1,0.2467,0.2473,0.1305,40.4755,0.009,90
208610,53.964844,-28.630989,225.142950,-53.813613,1,0.1832,0.3193,0.5767,41.1117,0.009,42
208704,33.222656,-4.780192,167.515653,-60.396584,1,0.5353,0.5265,0.0077,42.3960,0.018,90
208803,351.953644,-62.132156,318.777388,-52.347124,1,0.2092,0.1875,0.0194,39.8002,0.019,67
209120,346.276581,-64.011238,320.448031,-49.344136,1,0.3691,0.3879,1.0409,41.6059,0.019,90
209171,359.814819,-44.399834,330.775011,-69.801007,1,0.5199,0.4939,0.1415,42.2294,0.009,90
209630,32.695312,-4.929937,166.868469,-60.841230,1,1.1144,1.1085,0.0182,44.3768,0.018,88
209796,1.666667,-44.399834,327.519190,-70.529554,1,0.2210,0.5571,0.1645,42.5439,0.009,52
209911,358.648071,-46.375080,329.462659,-67.716008,1,1.2191,1.2122,0.0186,44.6172,0.009,88
209987,351.734680,-62.884678,318.284128,-51.651217,1,0.4620,0.4669,0.0453,42.0834,0.019,90
210296,53.789062,-27.784405,223.685697,-53.845803,1,0.3312,0.3416,0.0184,41.2826,0.009,90
210335,150.996094,2.388015,237.313912,42.939977,1,1.4611,1.0347,0.3389,44.1918,0.021,95
210765,150.468750,3.732834,235.392208,43.283244,1,0.0000,0.0000,0.0000,nan,0.020,65
210912,151.171875,2.537361,237.288526,43.169764,1,0.0000,0.0000,0.0000,nan,0.024,65
211092,151.171875,2.537361,237.288526,43.169764,1,0.2648,0.2667,0.0190,40.6618,0.024,42
211096,33.574219,-5.379379,168.838090,-60.637536,1,0.3611,0.3747,0.0125,41.5173,0.017,90
211114,150.996094,2.388015,237.313912,42.939977,1,0.3871,0.4821,0.0359,42.1663,0.021,90
211120,150.292969,2.686724,236.427488,42.541447,1,1.5706,1.4540,0.0809,45.1056,0.016,88
211202,348.595886,-63.072620,320.023289,-50.713060,1,0.4518,0.4706,0.5414,42.1035,0.021,42
211290,351.321442,-64.198746,317.458993,-50.429931,1,0.9455,0.9636,0.1993,44.0008,0.023,88
211326,52.910156,-27.279613,222.625192,-54.536648,1,0.2026,0.2183,0.0138,40.1698,0.007,90
211331,32.695312,-4.929937,166.868469,-60.841230,1,0.1963,0.4986,0.1091,42.2538,0.018,52
211382,349.046051,-61.943836,320.796530,-51.753706,1,0.1128,0.1019,0.0189,38.3590,0.017,42
211677,148.886719,2.686724,235.347248,41.389003,1,0.0000,0.0000,0.0000,nan,0.028,65
211842,150.820312,1.641510,237.994507,42.358984,1,0.3161,0.3196,0.0136,41.1142,0.020,90
212024,358.648071,-46.375080,329.462659,-67.716008,1,0.3484,0.2633,0.9125,40.6301,0.009,90
212064,349.285706,-62.884678,319.786163,-51.046461,1,0.0943,0.1065,0.0169,38.4622,0.018,42
212084,53.437500,-29.142223,225.908120,-54.336118,1,0.0000,0.0000,0.0000,nan,0.008,65
212815,0.589520,-47.161343,325.385896,-67.769893,1,0.5589,0.5362,0.0153,42.4439,0.009,90
212931,151.347656,4.181528,235.568369,44.259942,1,0.0000,0.0000,0.0000,nan,0.016,65
213005,54.667969,-27.615883,223.610785,-53.050840,1,0.5750,0.5565,0.1034,42.5413,0.009,90
213128,346.562500,-63.448284,320.824720,-49.866957,1,0.2605,0.2733,0.9372,40.7233,0.021,90
213157,351.382965,-64.011238,317.574052,-50.604657,1,0.0656,0.1710,0.8497,39.5792,0.023,42
213161,150.820312,3.134927,236.341348,43.230123,1,0.1384,0.1935,0.1078,39.8759,0.016,42
213294,346.130127,-63.072620,321.423103,-50.042305,1,0.0000,0.0000,0.0000,nan,0.020,65
213374,32.695312,-4.929937,166.868469,-60.841230,1,0.1174,0.1260,0.0047,38.8547,0.018,52
213496,150.820312,3.134927,236.341348,43.230123,1,0.1015,2.4301,0.8241,46.4730,0.016,90
213590,350.230255,-61.943836,320.053946,-52.070537,1,0.4276,2.6072,1.1117,46.6582,0.017,90
213698,347.846710,-64.760857,318.929827,-49.143596,1,0.1941,2.4358,0.6689,46.4791,0.019,90
213707,150.468750,1.641510,237.714575,42.075234,1,0.2881,0.5509,0.1365,42.5147,0.017,90
213759,52.207031,-28.630989,224.800211,-55.343637,1,0.2470,0.2695,0.1052,40.6880,0.009,90
213773,150.820312,3.134927,236.341348,43.230123,1,0.3679,0.2931,0.4489,40.8970,0.016,90
213934,33.574219,-5.379379,168.838090,-60.637536,1,0.5425,0.4511,0.5135,41.9938,0.017,90
214548,1.723404,-45.981140,325.117958,-69.180825,1,0.0000,0.0000,0.0000,nan,0.010,65
214668,53.789062,-27.784405,223.685697,-53.845803,1,0.4213,0.5039,0.1153,42.2816,0.009,90
214935,53.261719,-27.615883,223.280041,-54.281374,1,0.2834,2.9476,1.3239,46.9801,0.006,90
215078,152.050781,2.985506,237.495952,44.143927,1,0.2204,0.5472,0.0375,42.4971,0.019,90
215085,347.861847,-61.943836,321.519104,-51.424048,1,0.0000,0.0000,0.0000,nan,0.017,65
215159,32.871094,-4.780192,166.959493,-60.615132,1,0.4036,2.2293,0.9353,46.2451,0.017,90
215282,349.429535,-62.508568,320.039643,-51.393745,1,0.2733,0.2727,1.2432,40.7176,0.020,90
215339,53.261719,-27.615883,223.280041,-54.281374,1,0.4424,0.4638,0.6667,42.0659,0.006,90
215351,2.457983,-45.389202,324.632685,-69.945696,1,0.4434,0.4169,0.0110,41.7908,0.011,88
215370,359.446716,-44.201530,331.730015,-69.805709,1,0.1932,0.1797,0.0166,39.6972,0.010,42
215463,348.586945,-64.573555,318.693903,-49.477869,1,0.3281,0.3287,0.0303,41.1854,0.018,90
215930,52.910156,-27.279613,222.625192,-54.536648,1,0.4446,0.3845,0.0203,41.5833,0.007,88
216087,351.299988,-62.320400,319.038597,-52.026867,1,0.0000,0.0000,0.0000,nan,0.018,65
216102,351.734680,-62.884678,318.284128,-51.651217,1,0.5243,0.2810,0.2146,40.7923,0.019,90
216122,53.085938,-27.111860,222.384291,-54.355086,1,0.5606,0.5603,0.0129,42.5591,0.007,90
216227,351.953644,-62.132156,318.777388,-52.347124,1,0.1967,0.2034,0.0097,39.9974,0.019,90
216337,150.820312,3.732834,235.666318,43.572109,1,0.2115,0.2523,0.9578,40.5251,0.016,42
216799,150.468750,3.732834,235.392208,43.283244,1,0.5107,0.5360,0.0449,42.4426,0.020,90
216970,349.160583,-64.760857,318.219706,-49.458924,1,0.0000,0.0000,0.0000,nan,0.020,16
217389,352.711273,-63.823658,316.922299,-51.059403,1,0.7945,0.8900,0.0572,43.7876,0.024,90
217593,349.429535,-62.508568,320.039643,-51.393745,1,0.1945,0.1813,0.0197,39.7195,0.020,42
218368,33.222656,-4.780192,167.515653,-60.396584,1,0.0000,0.0000,0.0000,nan,0.018,16
218492,151.347656,3.583322,236.252362,43.918627,1,0.1480,0.5113,0.4415,42.3192,0.015,62
218627,53.085938,-27.111860,222.384291,-54.355086,1,0.2992,2.5635,1.2047,46.6138,0.007,90
218714,149.589844,3.583322,234.885369,42.474696,1,0.1241,0.1168,1.0080,38.6761,0.024,42
219233,151.171875,1.342993,238.602520,42.464379,1,0.3605,0.2267,0.7894,40.2615,0.026,90
219744,0.949367,-45.586655,326.991548,-69.251686,1,0.2209,0.2300,0.0077,40.2975,0.013,90
219820,33.574219,-4.780192,168.064587,-60.175886,1,0.0711,0.1348,0.0434,39.0129,0.019,42
219917,0.190678,-45.783966,327.956322,-68.803772,1,0.2296,0.2256,0.0073,40.2492,0.005,90
220000,346.130127,-63.072620,321.423103,-50.042305,1,0.0000,0.0000,0.0000,nan,0.020,65
220157,1.753247,-46.768478,324.030235,-68.498041,1,0.9853,0.9943,0.2495,44.0848,0.014,90
220227,51.855469,-27.953188,223.543603,-55.561470,1,0.2367,0.4612,0.4078,42.0512,0.008,90
220426,148.710938,2.836105,235.050801,41.328739,1,0.2962,0.1249,0.2071,38.8332,0.031,90
220685,32.871094,-4.780192,166.959493,-60.615132,1,0.0000,0.0000,0.0000,nan,0.017,16
220702,52.910156,-27.279613,222.625192,-54.536648,1,0.0000,0.0000,0.0000,nan,0.007,65
220890,149.414062,3.433834,234.919132,42.245550,1,0.4200,0.3958,0.0384,41.6575,0.027,67
220893,54.667969,-27.615883,223.610785,-53.050840,1,0.6027,0.6280,0.0373,42.8594,0.009,90
221071,53.613281,-27.953188,223.929533,-54.024772,1,0.3643,0.3635,0.0295,41.4400,0.007,90
221663,1.694561,-45.191612,326.278557,-69.858253,1,0.1872,0.1468,0.1151,39.2145,0.011,42
221704,52.910156,-27.279613,222.625192,-54.536648,1,0.3019,0.3179,0.0090,41.1009,0.007,52
221784,150.996094,2.985506,236.647967,43.287350,1,0.5071,0.5066,0.0191,42.2955,0.020,90
222059,352.398651,-62.696659,318.017427,-51.967966,1,0.2569,0.2664,0.0096,40.6589,0.020,67
222095,51.679688,-27.447618,222.618229,-55.642263,1,0.5570,0.5455,0.0178,42.4889,0.010,90
222108,34.980469,-6.279288,172.180075,-60.389399,1,0.1588,0.1437,0.0122,39.1640,0.023,42
222326,150.820312,3.732834,235.666318,43.572109,1,0.4981,0.4823,0.0202,42.1672,0.016,90
222506,34.804688,-5.829153,171.307861,-60.174401,1,0.0000,0.0000,0.0000,nan,0.023,65
222577,2.071130,-45.191612,325.606223,-69.989264,1,0.1684,0.1965,0.0113,39.9133,0.011,67
222719,148.710938,2.836105,235.050801,41.328739,1,0.2226,2.9994,1.0192,47.0256,0.031,67
222970,52.910156,-26.276812,220.926149,-54.363918,1,0.4390,0.4973,0.5579,42.2469,0.008,90
223165,1.363636,-46.768478,324.669342,-68.371416,1,0.3985,0.4373,0.2994,41.9136,0.008,90
223166,53.085938,-27.111860,222.384291,-54.355086,1,0.2116,2.6422,0.8622,46.6933,0.007,90
223581,349.615387,-63.636005,318.927246,-50.506542,1,0.7342,0.7246,0.0402,43.2387,0.018,42
223791,32.695312,-4.929937,166.868469,-60.841230,1,0.0000,0.0000,0.0000,nan,0.018,65
223905,52.910156,-27.953188,223.774083,-54.639214,1,0.2811,0.2751,0.0580,40.7395,0.007,52
223915,150.468750,1.641510,237.714575,42.075234,1,0.4842,0.4141,0.5298,41.7737,0.017,90
223940,348.586945,-64.573555,318.693903,-49.477869,1,0.0000,0.0000,0.0000,nan,0.018,16
224004,53.261719,-27.615883,223.280041,-54.281374,1,0.1433,0.1247,0.0111,38.8305,0.006,90
224009,1.694561,-45.191612,326.278557,-69.858253,1,0.2318,0.5506,0.5014,42.5129,0.011,90
224031,151.171875,2.537361,237.288526,43.169764,1,0.2160,0.1925,1.1256,39.8641,0.024,90
224100,2.457983,-45.389202,324.632685,-69.945696,1,0.1057,0.0921,0.0106,38.1260,0.011,42
224103,347.812500,-63.448284,320.128971,-50.202348,1,0.0000,0.0000,0.0000,nan,0.021,65
224205,346.655182,-63.260487,320.952196,-50.040935,1,0.0000,0.0000,0.0000,nan,0.019,65
224297,346.562500,-63.448284,320.824720,-49.866957,1,0.3450,2.7696,0.5164,46.8169,0.021,67
224527,150.820312,3.732834,235.666318,43.572109,1,0.0000,0.0000,0.0000,nan,0.016,92
224596,32.871094,-4.780192,166.959493,-60.615132,1,0.3142,0.4753,0.0698,42.1294,0.017,90
225416,33.574219,-4.780192,168.064587,-60.175886,1,1.8832,1.3860,0.2469,44.9770,0.019,88
225461,151.523438,3.134927,236.900695,43.803170,1,0.0000,0.0000,0.0000,nan,0.019,65
225494,34.277344,-5.079716,169.526841,-59.956640,1,0.0000,0.0000,0.0000,nan,0.019,65
225529,0.929752,-44.597992,328.531426,-70.083244,1,0.2987,0.3269,0.0118,41.1715,0.011,90
225773,349.429535,-62.508568,320.039643,-51.393745,1,0.1750,0.2067,0.2373,40.0360,0.020,42
225829,150.820312,1.641510,237.994507,42.358984,1,0.1178,0.1005,0.0170,38.3271,0.020,42
225919,0.965665,-46.375080,325.845907,-68.579427,1,1.1083,1.0803,0.0467,44.3076,0.007,42
226040,52.031250,-26.443335,220.963669,-55.168557,1,0.3689,0.3714,0.0255,41.4945,0.014,90
226172,151.171875,2.537361,237.288526,43.169764,1,0.5258,0.8009,0.1156,43.5055,0.024,90
226550,350.230255,-61.943836,320.053946,-52.070537,1,0.4001,0.4224,0.2843,41.8245,0.017,90
226704,150.468750,1.641510,237.714575,42.075234,1,0.3002,0.3523,0.2911,41.3609,0.017,62
226847,1.666667,-44.399834,327.519190,-70.529554,1,0.1344,0.2900,0.9222,40.8708,0.009,52
226850,150.996094,2.388015,237.313912,42.939977,1,0.8477,0.8138,0.0306,43.5482,0.021,90
226855,53.085938,-27.111860,222.384291,-54.355086,1,0.0000,0.0000,0.0000,nan,0.007,65
226891,346.655182,-63.260487,320.952196,-50.040935,1,0.3242,0.4703,0.5941,42.1019,0.019,90
226980,52.207031,-26.610098,221.298836,-55.042928,1,0.3818,0.3900,0.0080,41.6199,0.014,90
227067,151.347656,3.583322,236.252362,43.918627,1,0.6922,0.7102,0.0548,43.1853,0.015,95
227068,52.207031,-28.291550,224.208534,-55.300157,1,0.1071,0.1010,0.6210,38.3390,0.007,62
227130,351.299988,-62.320400,319.038597,-52.026867,1,0.0000,0.0000,0.0000,nan,0.018,65
227306,51.328125,-27.784405,223.130589,-55.999499,1,0.2257,0.2129,0.0109,40.1087,0.013,90
228011,152.050781,3.284369,237.157374,44.318466,1,0.0000,0.0000,0.0000,nan,0.019,65
228629,358.636353,-46.768478,328.890146,-67.388837,1,0.1162,0.1242,0.0056,38.8207,0.008,42
228766,52.207031,-28.291550,224.208534,-55.300157,1,0.2418,0.2395,1.1931,40.3960,0.007,90
229471,348.595886,-63.072620,320.023289,-50.713060,1,0.9844,0.9774,0.0274,44.0388,0.021,88
229669,351.299988,-62.320400,319.038597,-52.026867,1,0.4539,0.4224,0.2302,41.8243,0.018,90
229781,52.207031,-28.291550,224.208534,-55.300157,1,0.0000,0.0000,0.0000,nan,0.007,16
229855,148.710938,2.836105,235.050801,41.328739,1,0.5353,0.4374,0.5168,41.9142,0.031,90
230026,150.996094,4.181528,235.291975,43.970869,1,0.2676,0.2692,0.0084,40.6854,0.015,90
230027,34.277344,-5.079716,169.526841,-59.956640,1,0.0964,0.0828,0.0149,37.8807,0.019,90
230227,150.644531,3.583322,235.698235,43.342784,1,0.3191,0.3640,0.0322,41.4437,0.018,62
230228,346.276581,-64.011238,320.448031,-49.344136,1,0.2328,2.7836,1.2143,46.8302,0.019,90
230248,359.816315,-44.003082,331.451340,-70.123054,1,0.3750,0.4236,0.3932,41.8317,0.013,42
230447,150.644531,3.583322,235.698235,43.342784,1,0.0000,0.0000,0.0000,nan,0.018,65
230610,53.613281,-27.953188,223.929533,-54.024772,1,0.1444,2.5294,1.0736,46.5786,0.007,62
230922,0.574468,-45.981140,327.041068,-68.778764,1,0.1161,0.0667,0.0152,37.3870,0.006,42
230944,349.891296,-64.573555,317.972107,-49.786192,1,0.1021,0.1056,0.0120,38.4415,0.023,90
231062,33.222656,-4.780192,167.515653,-60.396584,1,0.0000,0.0000,0.0000,nan,0.018,65
231097,53.789062,-27.784405,223.685697,-53.845803,1,0.1641,0.1739,0.0142,39.6184,0.009,52
231102,54.667969,-27.615883,223.610785,-53.050840,1,0.0000,0.0000,0.0000,nan,0.009,65
231490,1.666667,-44.399834,327.519190,-70.529554,1,0.3245,0.2144,0.9894,40.1254,0.009,52
231741,358.665253,-45.783966,330.353593,-68.203652,1,0.5169,0.5219,0.0100,42.3729,0.009,90
231838,0.190678,-45.783966,327.956322,-68.803772,1,0.1657,0.1815,0.3766,39.7217,0.005,90
231903,52.910156,-27.279613,222.625192,-54.536648,1,0.1779,0.2145,0.0215,40.1260,0.007,67
232158,358.648071,-46.375080,329.462659,-67.716008,1,0.2703,0.3115,0.0306,41.0499,0.009,90
232276,0.589520,-47.161343,325.385896,-67.769893,1,0.1262,0.1249,0.0133,38.8331,0.009,42
232308,52.031250,-26.443335,220.963669,-55.168557,1,0.1740,0.2171,0.0337,40.1554,0.014,62
232356,358.665253,-45.783966,330.353593,-68.203652,1,0.4553,0.5488,0.0685,42.5045,0.009,90
232478,358.312500,-44.993881,332.185785,-68.685906,1,0.4205,0.3860,0.0325,41.5930,0.009,52
232506,149.414062,3.433834,234.919132,42.245550,1,0.6269,0.6246,0.0083,42.8450,0.027,90
232628,53.437500,-29.142223,225.908120,-54.336118,1,0.2705,0.2743,0.0256,40.7315,0.008,42
232681,1.753247,-46.768478,324.030235,-68.498041,1,0.2496,0.2234,0.0136,40.2260,0.014,88
233020,51.679688,-27.447618,222.618229,-55.642263,1,0.0000,0.0000,0.0000,nan,0.010,65
233042,53.964844,-28.630989,225.142950,-53.813613,1,0.1888,0.4481,0.5226,41.9767,0.009,42
233120,152.050781,2.985506,237.495952,44.143927,1,0.1702,0.1885,0.1925,39.8132,0.019,67
233267,352.132874,-63.636005,317.424173,-51.095855,1,0.3443,0.3077,0.4384,41.0192,0.021,90
233523,151.171875,2.238686,237.619933,42.994783,1,0.7865,0.8273,0.0573,43.5922,0.024,90
233524,33.574219,-5.079716,168.448505,-60.407218,1,0.2648,0.5453,0.2441,42.4880,0.016,90
233697,52.207031,-28.630989,224.800211,-55.343637,1,0.1030,0.1008,0.0068,38.3345,0.009,67
233950,35.332031,-5.979157,172.286722,-59.931743,1,0.2627,0.2429,0.1489,40.4309,0.022,52
234219,52.207031,-26.610098,221.298836,-55.042928,1,0.4179,0.4005,0.0239,41.6875,0.014,90
234657,352.711273,-63.823658,316.922299,-51.059403,1,0.2970,2.5634,0.4516,46.6137,0.024,90
234724,53.613281,-26.944359,222.237403,-53.863858,1,0.0000,0.0000,0.0000,nan,0.009,16
235005,352.132874,-63.636005,317.424173,-51.095855,1,0.2051,0.2242,0.0214,40.2340,0.021,62
235022,349.891296,-64.573555,317.972107,-49.786192,1,0.5960,0.6322,0.0281,42.8771,0.023,90
235124,348.529419,-61.755440,321.293980,-51.763351,1,0.0000,0.0000,0.0000,nan,0.016,16
235141,347.861847,-61.943836,321.519104,-51.424048,1,0.6106,0.6224,0.0226,42.8356,0.017,90
235219,151.171875,2.537361,237.288526,43.169764,1,0.6780,0.6513,0.0533,42.9558,0.024,90
235402,34.277344,-5.079716,169.526841,-59.956640,1,0.0000,0.0000,0.0000,nan,0.019,65
235478,52.207031,-26.610098,221.298836,-55.042928,1,0.4687,0.4685,0.0205,42.0919,0.014,42
235641,0.929752,-44.597992,328.531426,-70.083244,1,0.2158,0.5045,0.1319,42.2846,0.011,90
235847,33.574219,-5.379379,168.838090,-60.637536,1,0.3211,0.2824,0.0145,40.8048,0.017,90
235952,150.820312,3.134927,236.341348,43.230123,1,0.0000,0.0000,0.0000,nan,0.016,65
235970,34.453125,-5.229529,169.987075,-59.956185,1,0.0000,0.0000,0.0000,nan,0.019,65
236075,359.814819,-44.399834,330.775011,-69.801007,1,0.4863,0.4496,0.0380,41.9851,0.009,62
236095,346.562500,-63.448284,320.824720,-49.866957,1,0.1515,0.1220,0.0148,38.7778,0.021,42
236106,346.130127,-63.072620,321.423103,-50.042305,1,1.7769,1.9574,0.0635,45.8999,0.020,95
236205,349.046051,-61.943836,320.796530,-51.753706,1,0.0000,0.0000,0.0000,nan,0.017,16
236222,150.468750,3.732834,235.392208,43.283244,1,0.1724,0.2062,1.1115,40.0301,0.020,42
236386,351.259003,-64.386185,317.344860,-50.255113,1,1.4349,1.3054,0.1932,44.8163,0.020,95
236647,33.574219,-6.579593,170.455585,-61.548219,1,0.1436,0.1712,0.5904,39.5819,0.021,90
236699,348.908447,-63.823658,319.169886,-50.176186,1,0.2514,0.2159,0.0164,40.1426,0.018,52
237006,2.457983,-45.389202,324.632685,-69.945696,1,2.0538,2.0369,0.0466,46.0058,0.011,88
237146,152.050781,2.985506,237.495952,44.143927,1,0.4694,0.4474,0.8253,41.9726,0.019,90
237149,0.929752,-44.597992,328.531426,-70.083244,1,0.2742,0.3948,1.1665,41.6511,0.011,90
237164,150.292969,2.686724,236.427488,42.541447,1,0.0714,0.0470,0.0135,36.5959,0.016,42
237313,351.299988,-62.320400,319.038597,-52.026867,1,0.3326,0.5347,0.6976,42.4365,0.018,90
237559,0.574468,-45.981140,327.041068,-68.778764,1,0.2731,0.2468,0.0337,40.4706,0.006,90
237600,1.708861,-45.586655,325.688716,-69.520253,1,0.4983,0.6308,0.2192,42.8709,0.011,42
237651,149.414062,3.433834,234.919132,42.245550,1,0.4035,0.3283,0.5024,41.1821,0.027,90
237982,150.996094,4.181528,235.291975,43.970869,1,0.0000,0.0000,0.0000,nan,0.015,65
238011,1.708861,-45.586655,325.688716,-69.520253,1,0.2746,0.2764,0.0050,40.7510,0.011,90
238195,150.117188,3.732834,235.120533,42.993809,1,0.1749,0.1881,0.0111,39.8080,0.020,42
238279,149.414062,2.238686,236.239766,41.565558,1,0.2305,0.2427,0.0527,40.4293,0.017,42
238409,351.321442,-64.198746,317.458993,-50.429931,1,0.1809,0.1638,0.0132,39.4762,0.023,90
238484,33.750000,-4.630479,168.146242,-59.949072,1,0.6935,0.6709,0.0284,43.0342,0.019,90
238604,53.437500,-29.142223,225.908120,-54.336118,1,0.1710,2.6237,1.0155,46.6749,0.008,90
238605,149.589844,3.583322,234.885369,42.474696,1,0.0000,0.0000,0.0000,nan,0.024,92
238809,35.683594,-5.379379,171.992947,-59.253501,1,0.5246,0.5225,0.0262,42.3760,0.020,90
239050,349.966217,-62.696659,319.542989,-51.376556,1,0.4702,0.4750,0.0162,42.1278,0.021,88
239080,348.586945,-64.573555,318.693903,-49.477869,1,0.1867,0.1736,0.0155,39.6148,0.018,52
239227,35.332031,-5.979157,172.286722,-59.931743,1,0.2000,0.2813,0.4386,40.7950,0.022,62
239315,348.586945,-64.573555,318.693903,-49.477869,1,0.2443,0.2459,0.0093,40.4618,0.018,67
239328,347.617462,-62.508568,321.121462,-50.904708,1,0.3956,0.5225,0.3349,42.3760,0.019,90
239364,52.207031,-28.630989,224.800211,-55.343637,1,0.0000,0.0000,0.0000,nan,0.009,65
239835,150.820312,3.134927,236.341348,43.230123,1,0.0000,0.0000,0.0000,nan,0.016,65
240038,351.953644,-62.132156,318.777388,-52.347124,1,0.4673,0.4236,0.0426,41.8316,0.019,90
240293,1.666667,-44.399834,327.519190,-70.529554,1,0.1281,0.1289,0.0212,38.9079,0.009,90
240336,53.085938,-27.784405,223.525509,-54.460748,1,0.4597,0.2891,0.4116,40.8633,0.007,42
240399,351.382965,-64.011238,317.574052,-50.604657,1,0.0000,0.0000,0.0000,nan,0.023,16
240759,149.414062,2.238686,236.239766,41.565558,1,0.4954,0.4005,0.0264,41.6878,0.017,90
240999,33.398438,-3.732834,166.492280,-59.466614,1,0.1107,0.0671,0.0216,37.4013,0.022,62
241329,359.805206,-46.768478,327.135979,-67.829903,1,0.1089,2.5665,1.2120,46.6169,0.011,67
241393,33.574219,-6.579593,170.455585,-61.548219,1,0.2356,0.2506,0.0079,40.5079,0.021,42
241412,151.523438,3.134927,236.900695,43.803170,1,0.2943,2.9319,0.3595,46.9661,0.019,90
241746,150.117188,2.836105,236.124718,42.483719,1,0.7742,1.0321,0.2569,44.1850,0.016,90
241980,1.363636,-46.768478,324.669342,-68.371416,1,0.0000,0.0000,0.0000,nan,0.008,65
242132,35.859375,-4.630479,171.270769,-58.580806,1,0.0000,0.0000,0.0000,nan,0.022,92
242450,150.644531,3.583322,235.698235,43.342784,1,0.6025,0.5804,0.0120,42.6516,0.018,90
242508,347.013428,-62.508568,321.472056,-50.735330,1,0.3865,0.3383,0.1633,41.2576,0.018,90
242522,346.655182,-63.260487,320.952196,-50.040935,1,0.0000,0.0000,0.0000,nan,0.019,65
242834,51.855469,-26.276812,220.627031,-55.293792,1,0.0000,0.0000,0.0000,nan,0.014,16
242943,33.574219,-5.079716,168.448505,-60.407218,1,0.1545,0.1536,0.0992,39.3224,0.016,90
242991,349.966217,-62.696659,319.542989,-51.376556,1,1.0647,1.2511,0.1333,44.7020,0.021,88
