"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","CPI","TOT","AGRWTH","M","2013-08",4.349877,
"ISL","CPI","TOT","AGRWTH","M","2013-09",3.896434,
"ISL","CPI","TOT","AGRWTH","M","2013-10",3.626364,
"ISL","CPI","TOT","AGRWTH","M","2013-11",3.669044,
"ISL","CPI","TOT","AGRWTH","M","2013-12",4.140184,
"ISL","CPI","TOT","AGRWTH","M","2014-01",3.111108,
"ISL","CPI","TOT","AGRWTH","M","2014-02",2.143992,
"ISL","CPI","TOT","AGRWTH","M","2014-03",2.186255,
"ISL","CPI","TOT","AGRWTH","M","2014-04",2.318608,
"ISL","CPI","TOT","AGRWTH","M","2014-05",2.44419,
"ISL","CPI","TOT","AGRWTH","M","2014-06",2.237816,
"ISL","CPI","TOT","AGRWTH","M","2014-07",2.358559,
"ISL","CPI","TOT","AGRWTH","M","2014-08",2.242406,
"ISL","CPI","TOT","AGRWTH","M","2014-09",1.779359,
"ISL","CPI","TOT","AGRWTH","M","2014-10",1.910155,
"ISL","CPI","TOT","AGRWTH","M","2014-11",1.033755,
"ISL","CPI","TOT","AGRWTH","M","2014-12",0.826815,
"ISL","CPI","TOT","AGRWTH","M","2015-01",0.8175835,
"ISL","CPI","TOT","AGRWTH","M","2015-02",0.8071688,
"ISL","CPI","TOT","AGRWTH","M","2015-03",1.585732,
"ISL","CPI","TOT","AGRWTH","M","2015-04",1.434986,
"ISL","CPI","TOT","AGRWTH","M","2015-05",1.64218,
"ISL","CPI","TOT","AGRWTH","M","2015-06",1.530413,
"ISL","CPI","TOT","AGRWTH","M","2015-07",1.870051,
"ISL","CPI","TOT","AGRWTH","M","2015-08",2.170501,
"ISL","CPI","TOT","AGRWTH","M","2015-09",1.896534,
"ISL","CPI","TOT","AGRWTH","M","2015-10",1.815935,
"ISL","CPI","TOT","AGRWTH","M","2015-11",1.990027,
"ISL","CPI","TOT","AGRWTH","M","2015-12",2.014874,
"ISL","CPI","TOT","AGRWTH","M","2016-01",2.148503,
"ISL","CPI","TOT","AGRWTH","M","2016-02",2.168557,
"ISL","CPI","TOT","AGRWTH","M","2016-03",1.508996,
"ISL","CPI","TOT","AGRWTH","M","2016-04",1.553487,
"ISL","CPI","TOT","AGRWTH","M","2016-05",1.684844,
"ISL","CPI","TOT","AGRWTH","M","2016-06",1.629185,
"ISL","CPI","TOT","AGRWTH","M","2016-07",1.132243,
"ISL","CPI","TOT","AGRWTH","M","2016-08",0.9587176,
"ISL","CPI","TOT","AGRWTH","M","2016-09",1.839083,
"ISL","CPI","TOT","AGRWTH","M","2016-10",1.780542,
"ISL","CPI","TOT","AGRWTH","M","2016-11",2.086775,
"ISL","CPI","TOT","AGRWTH","M","2016-12",1.893229,
"ISL","CPI","TOT","AGRWTH","M","2017-01",1.917875,
"ISL","CPI","TOT","AGRWTH","M","2017-02",1.948299,
"ISL","CPI","TOT","AGRWTH","M","2017-03",1.634142,
"ISL","CPI","TOT","AGRWTH","M","2017-04",1.947085,
"ISL","CPI","TOT","AGRWTH","M","2017-05",1.729306,
"ISL","CPI","TOT","AGRWTH","M","2017-06",1.543893,
"ISL","CPI","TOT","AGRWTH","M","2017-07",1.827212,
"ISL","CPI","TOT","AGRWTH","M","2017-08",1.735401,
"ISL","CPI","TOT","AGRWTH","M","2017-09",1.380532,
"ISL","CPI","TOT","AGRWTH","M","2017-10",1.863252,
"ISL","CPI","TOT","AGRWTH","M","2017-11",1.733313,
"ISL","CPI","TOT","AGRWTH","M","2017-12",1.870849,
"ISL","CPI","TOT","AGRWTH","M","2018-01",2.371442,
"ISL","CPI","TOT","AGRWTH","M","2018-02",2.23723,
"ISL","CPI","TOT","AGRWTH","M","2018-03",2.756066,
"ISL","CPI","TOT","AGRWTH","M","2018-04",2.268235,
"ISL","CPI","TOT","AGRWTH","M","2018-05",1.995368,
"ISL","CPI","TOT","AGRWTH","M","2018-06",2.61825,
"ISL","CPI","TOT","AGRWTH","M","2018-07",2.704568,
"ISL","CPI","TOT","AGRWTH","M","2018-08",2.620306,
"ISL","CPI","TOT","AGRWTH","M","2018-09",2.749057,
"ISL","CPI","TOT","AGRWTH","M","2018-10",2.844474,
"ISL","CPI","TOT","AGRWTH","M","2018-11",3.267375,
"ISL","CPI","TOT","AGRWTH","M","2018-12",3.738919,
"ISL","CPI","TOT","AGRWTH","M","2019-01",3.386141,
"ISL","CPI","TOT","AGRWTH","M","2019-02",2.980616,
"ISL","CPI","TOT","AGRWTH","M","2019-03",2.937778,
"ISL","CPI","TOT","AGRWTH","M","2019-04",3.275407,
"ISL","CPI","TOT","AGRWTH","M","2019-05",3.589122,
"ISL","CPI","TOT","AGRWTH","M","2019-06",3.344101,
"ISL","CPI","TOT","AGRWTH","M","2019-07",3.062952,
"IRL","CPI","TOT","AGRWTH","M","2003-02",5.086849,
"IRL","CPI","TOT","AGRWTH","M","2003-03",4.920049,
"IRL","CPI","TOT","AGRWTH","M","2003-04",4.268293,
"IRL","CPI","TOT","AGRWTH","M","2003-05",3.515152,
"IRL","CPI","TOT","AGRWTH","M","2003-06",3.510896,
"IRL","CPI","TOT","AGRWTH","M","2003-07",3.284672,
"IRL","CPI","TOT","AGRWTH","M","2003-08",3.264812,
"IRL","CPI","TOT","AGRWTH","M","2003-09",2.888087,
"IRL","CPI","TOT","AGRWTH","M","2003-10",2.39521,
"IRL","CPI","TOT","AGRWTH","M","2003-11",2.272727,
"IRL","CPI","TOT","AGRWTH","M","2003-12",1.900238,
"IRL","CPI","TOT","AGRWTH","M","2004-01",1.787843,
"IRL","CPI","TOT","AGRWTH","M","2004-02",1.652893,
"IRL","CPI","TOT","AGRWTH","M","2004-03",1.4068,
"IRL","CPI","TOT","AGRWTH","M","2004-04",1.403509,
"IRL","CPI","TOT","AGRWTH","M","2004-05",1.75644,
"IRL","CPI","TOT","AGRWTH","M","2004-06",2.222222,
"IRL","CPI","TOT","AGRWTH","M","2004-07",2.591284,
"IRL","CPI","TOT","AGRWTH","M","2004-08",2.693208,
"IRL","CPI","TOT","AGRWTH","M","2004-09",2.573099,
"IRL","CPI","TOT","AGRWTH","M","2004-10",2.690058,
"IRL","CPI","TOT","AGRWTH","M","2004-11",2.923977,
"IRL","CPI","TOT","AGRWTH","M","2004-12",2.680653,
"IRL","CPI","TOT","AGRWTH","M","2005-01",2.224824,
"IRL","CPI","TOT","AGRWTH","M","2005-02",2.32288,
"IRL","CPI","TOT","AGRWTH","M","2005-03",2.080925,
"IRL","CPI","TOT","AGRWTH","M","2005-04",2.306805,
"IRL","CPI","TOT","AGRWTH","M","2005-05",2.416571,
"IRL","CPI","TOT","AGRWTH","M","2005-06",2.173913,
"IRL","CPI","TOT","AGRWTH","M","2005-07",2.411022,
"IRL","CPI","TOT","AGRWTH","M","2005-08",2.166477,
"IRL","CPI","TOT","AGRWTH","M","2005-09",3.078677,
"IRL","CPI","TOT","AGRWTH","M","2005-10",2.961276,
"IRL","CPI","TOT","AGRWTH","M","2005-11",2.613636,
"IRL","CPI","TOT","AGRWTH","M","2005-12",2.383655,
"IRL","CPI","TOT","AGRWTH","M","2006-01",2.978236,
"IRL","CPI","TOT","AGRWTH","M","2006-02",3.178207,
"IRL","CPI","TOT","AGRWTH","M","2006-03",3.397508,
"IRL","CPI","TOT","AGRWTH","M","2006-04",3.833145,
"IRL","CPI","TOT","AGRWTH","M","2006-05",3.932584,
"IRL","CPI","TOT","AGRWTH","M","2006-06",3.807391,
"IRL","CPI","TOT","AGRWTH","M","2006-07",4.26009,
"IRL","CPI","TOT","AGRWTH","M","2006-08",4.464286,
"IRL","CPI","TOT","AGRWTH","M","2006-09",3.982301,
"IRL","CPI","TOT","AGRWTH","M","2006-10",3.871681,
"IRL","CPI","TOT","AGRWTH","M","2006-11",4.429679,
"IRL","CPI","TOT","AGRWTH","M","2006-12",4.988914,
"IRL","CPI","TOT","AGRWTH","M","2007-01",5.116796,
"IRL","CPI","TOT","AGRWTH","M","2007-02",4.840484,
"IRL","CPI","TOT","AGRWTH","M","2007-03",5.147864,
"IRL","CPI","TOT","AGRWTH","M","2007-04",4.994571,
"IRL","CPI","TOT","AGRWTH","M","2007-05",4.972973,
"IRL","CPI","TOT","AGRWTH","M","2007-06",4.962244,
"IRL","CPI","TOT","AGRWTH","M","2007-07",4.946237,
"IRL","CPI","TOT","AGRWTH","M","2007-08",4.700855,
"IRL","CPI","TOT","AGRWTH","M","2007-09",4.574468,
"IRL","CPI","TOT","AGRWTH","M","2007-10",4.898829,
"IRL","CPI","TOT","AGRWTH","M","2007-11",4.984093,
"IRL","CPI","TOT","AGRWTH","M","2007-12",4.646251,
"IRL","CPI","TOT","AGRWTH","M","2008-01",4.338624,
"IRL","CPI","TOT","AGRWTH","M","2008-02",4.826862,
"IRL","CPI","TOT","AGRWTH","M","2008-03",5,
"IRL","CPI","TOT","AGRWTH","M","2008-04",4.34333,
"IRL","CPI","TOT","AGRWTH","M","2008-05",4.634398,
"IRL","CPI","TOT","AGRWTH","M","2008-06",4.933196,
"IRL","CPI","TOT","AGRWTH","M","2008-07",4.405738,
"IRL","CPI","TOT","AGRWTH","M","2008-08",4.387755,
"IRL","CPI","TOT","AGRWTH","M","2008-09",4.374364,
"IRL","CPI","TOT","AGRWTH","M","2008-10",3.959391,
"IRL","CPI","TOT","AGRWTH","M","2008-11",2.525253,
"IRL","CPI","TOT","AGRWTH","M","2008-12",1.10999,
"IRL","CPI","TOT","AGRWTH","M","2009-01",0,
"IRL","CPI","TOT","AGRWTH","M","2009-02",-1.701702,
"IRL","CPI","TOT","AGRWTH","M","2009-03",-2.678571,
"IRL","CPI","TOT","AGRWTH","M","2009-04",-3.468781,
"IRL","CPI","TOT","AGRWTH","M","2009-05",-4.625984,
"IRL","CPI","TOT","AGRWTH","M","2009-06",-5.386876,
"IRL","CPI","TOT","AGRWTH","M","2009-07",-5.888125,
"IRL","CPI","TOT","AGRWTH","M","2009-08",-5.962854,
"IRL","CPI","TOT","AGRWTH","M","2009-09",-6.530214,
"IRL","CPI","TOT","AGRWTH","M","2009-10",-6.542969,
"IRL","CPI","TOT","AGRWTH","M","2009-11",-5.714286,
"IRL","CPI","TOT","AGRWTH","M","2009-12",-4.99002,
"IRL","CPI","TOT","AGRWTH","M","2010-01",-3.955375,
"IRL","CPI","TOT","AGRWTH","M","2010-02",-3.156823,
"IRL","CPI","TOT","AGRWTH","M","2010-03",-3.058104,
"IRL","CPI","TOT","AGRWTH","M","2010-04",-2.053388,
"IRL","CPI","TOT","AGRWTH","M","2010-05",-1.031992,
"IRL","CPI","TOT","AGRWTH","M","2010-06",-0.8281574,
"IRL","CPI","TOT","AGRWTH","M","2010-07",-0.1042753,
"IRL","CPI","TOT","AGRWTH","M","2010-08",0.3118503,
"IRL","CPI","TOT","AGRWTH","M","2010-09",0.4171011,
"IRL","CPI","TOT","AGRWTH","M","2010-10",0.7314525,
"IRL","CPI","TOT","AGRWTH","M","2010-11",0.5224661,
"IRL","CPI","TOT","AGRWTH","M","2010-12",1.365546,
"IRL","CPI","TOT","AGRWTH","M","2011-01",1.583949,
"IRL","CPI","TOT","AGRWTH","M","2011-02",2.10305,
"IRL","CPI","TOT","AGRWTH","M","2011-03",3.049422,
"IRL","CPI","TOT","AGRWTH","M","2011-04",3.144654,
"IRL","CPI","TOT","AGRWTH","M","2011-05",2.606882,
"IRL","CPI","TOT","AGRWTH","M","2011-06",2.713988,
"IRL","CPI","TOT","AGRWTH","M","2011-07",2.609603,
"IRL","CPI","TOT","AGRWTH","M","2011-08",2.072539,
"IRL","CPI","TOT","AGRWTH","M","2011-09",2.596054,
"IRL","CPI","TOT","AGRWTH","M","2011-10",2.80083,
"IRL","CPI","TOT","AGRWTH","M","2011-11",3.014553,
"IRL","CPI","TOT","AGRWTH","M","2011-12",2.38342,
"IRL","CPI","TOT","AGRWTH","M","2012-01",2.182952,
"IRL","CPI","TOT","AGRWTH","M","2012-02",2.162719,
"IRL","CPI","TOT","AGRWTH","M","2012-03",2.244898,
"IRL","CPI","TOT","AGRWTH","M","2012-04",1.829268,
"IRL","CPI","TOT","AGRWTH","M","2012-05",1.829268,
"IRL","CPI","TOT","AGRWTH","M","2012-06",1.626016,
"IRL","CPI","TOT","AGRWTH","M","2012-07",1.62767,
"IRL","CPI","TOT","AGRWTH","M","2012-08",2.030457,
"IRL","CPI","TOT","AGRWTH","M","2012-09",1.619433,
"IRL","CPI","TOT","AGRWTH","M","2012-10",1.210898,
"IRL","CPI","TOT","AGRWTH","M","2012-11",0.8072654,
"IRL","CPI","TOT","AGRWTH","M","2012-12",1.214575,
"IRL","CPI","TOT","AGRWTH","M","2013-01",1.220753,
"IRL","CPI","TOT","AGRWTH","M","2013-02",1.108871,
"IRL","CPI","TOT","AGRWTH","M","2013-03",0.499002,
"IRL","CPI","TOT","AGRWTH","M","2013-04",0.499002,
"IRL","CPI","TOT","AGRWTH","M","2013-05",0.3992016,
"IRL","CPI","TOT","AGRWTH","M","2013-06",0.7,
"IRL","CPI","TOT","AGRWTH","M","2013-07",0.7007007,
"IRL","CPI","TOT","AGRWTH","M","2013-08",0.199005,
"IRL","CPI","TOT","AGRWTH","M","2013-09",0.1992032,
"IRL","CPI","TOT","AGRWTH","M","2013-10",0.0997009,
"IRL","CPI","TOT","AGRWTH","M","2013-11",0.3003003,
"IRL","CPI","TOT","AGRWTH","M","2013-12",0.2,
"IRL","CPI","TOT","AGRWTH","M","2014-01",0.201005,
"IRL","CPI","TOT","AGRWTH","M","2014-02",-0.0997009,
"IRL","CPI","TOT","AGRWTH","M","2014-03",0.1986097,
"IRL","CPI","TOT","AGRWTH","M","2014-04",0.2979146,
"IRL","CPI","TOT","AGRWTH","M","2014-05",0.2982107,
"IRL","CPI","TOT","AGRWTH","M","2014-06",0.3972194,
"IRL","CPI","TOT","AGRWTH","M","2014-07",0.2982107,
"IRL","CPI","TOT","AGRWTH","M","2014-08",0.3972194,
"IRL","CPI","TOT","AGRWTH","M","2014-09",0.1988072,
"IRL","CPI","TOT","AGRWTH","M","2014-10",0.1992032,
"IRL","CPI","TOT","AGRWTH","M","2014-11",0.0998004,
"IRL","CPI","TOT","AGRWTH","M","2014-12",-0.2994012,
"IRL","CPI","TOT","AGRWTH","M","2015-01",-0.6018054,
"IRL","CPI","TOT","AGRWTH","M","2015-02",-0.499002,
"IRL","CPI","TOT","AGRWTH","M","2015-03",-0.5946482,
"IRL","CPI","TOT","AGRWTH","M","2015-04",-0.6930693,
"IRL","CPI","TOT","AGRWTH","M","2015-05",-0.1982161,
"IRL","CPI","TOT","AGRWTH","M","2015-06",-0.1978239,
"IRL","CPI","TOT","AGRWTH","M","2015-07",-0.1982161,
"IRL","CPI","TOT","AGRWTH","M","2015-08",0,
"IRL","CPI","TOT","AGRWTH","M","2015-09",-0.1984127,
"IRL","CPI","TOT","AGRWTH","M","2015-10",-0.1988072,
"IRL","CPI","TOT","AGRWTH","M","2015-11",-0.1994018,
"IRL","CPI","TOT","AGRWTH","M","2015-12",0.1001001,
"IRL","CPI","TOT","AGRWTH","M","2016-01",0.1009082,
"IRL","CPI","TOT","AGRWTH","M","2016-02",-0.1003009,
"IRL","CPI","TOT","AGRWTH","M","2016-03",-0.2991027,
"IRL","CPI","TOT","AGRWTH","M","2016-04",-0.0997009,
"IRL","CPI","TOT","AGRWTH","M","2016-05",0,
"IRL","CPI","TOT","AGRWTH","M","2016-06",0.4955401,
"IRL","CPI","TOT","AGRWTH","M","2016-07",0.4965243,
"IRL","CPI","TOT","AGRWTH","M","2016-08",-0.09891197,
"IRL","CPI","TOT","AGRWTH","M","2016-09",0,
"IRL","CPI","TOT","AGRWTH","M","2016-10",-0.2988048,
"IRL","CPI","TOT","AGRWTH","M","2016-11",-0.0999001,
"IRL","CPI","TOT","AGRWTH","M","2016-12",0,
"IRL","CPI","TOT","AGRWTH","M","2017-01",0.3024194,
"IRL","CPI","TOT","AGRWTH","M","2017-02",0.502008,
"IRL","CPI","TOT","AGRWTH","M","2017-03",0.7,
"IRL","CPI","TOT","AGRWTH","M","2017-04",0.8982036,
"IRL","CPI","TOT","AGRWTH","M","2017-05",0.1986097,
"IRL","CPI","TOT","AGRWTH","M","2017-06",-0.3944773,
"IRL","CPI","TOT","AGRWTH","M","2017-07",-0.1976285,
"IRL","CPI","TOT","AGRWTH","M","2017-08",0.3960396,
"IRL","CPI","TOT","AGRWTH","M","2017-09",0.1988072,
"IRL","CPI","TOT","AGRWTH","M","2017-10",0.5994006,
"IRL","CPI","TOT","AGRWTH","M","2017-11",0.5,
"IRL","CPI","TOT","AGRWTH","M","2017-12",0.4,
"IRL","CPI","TOT","AGRWTH","M","2018-01",0.201005,
"IRL","CPI","TOT","AGRWTH","M","2018-02",0.4995005,
"IRL","CPI","TOT","AGRWTH","M","2018-03",0.1986097,
"IRL","CPI","TOT","AGRWTH","M","2018-04",-0.3956479,
"IRL","CPI","TOT","AGRWTH","M","2018-05",0.3964321,
"IRL","CPI","TOT","AGRWTH","M","2018-06",0.3960396,
"IRL","CPI","TOT","AGRWTH","M","2018-07",0.7920792,
"IRL","CPI","TOT","AGRWTH","M","2018-08",0.6903353,
"IRL","CPI","TOT","AGRWTH","M","2018-09",0.8928571,
"IRL","CPI","TOT","AGRWTH","M","2018-10",0.8937438,
"IRL","CPI","TOT","AGRWTH","M","2018-11",0.5970149,
"IRL","CPI","TOT","AGRWTH","M","2018-12",0.6972111,
"IRL","CPI","TOT","AGRWTH","M","2019-01",0.7021063,
"IRL","CPI","TOT","AGRWTH","M","2019-02",0.5964215,
"IRL","CPI","TOT","AGRWTH","M","2019-03",1.090188,
"IRL","CPI","TOT","AGRWTH","M","2019-04",1.688183,
"IRL","CPI","TOT","AGRWTH","M","2019-05",0.9871668,
"IRL","CPI","TOT","AGRWTH","M","2019-06",1.084813,
"IRL","CPI","TOT","AGRWTH","M","2019-07",0.4911591,
"ITA","CPI","TOT","AGRWTH","M","2003-02",2.633815,
"ITA","CPI","TOT","AGRWTH","M","2003-03",2.711864,
"ITA","CPI","TOT","AGRWTH","M","2003-04",2.704987,
"ITA","CPI","TOT","AGRWTH","M","2003-05",2.698145,
"ITA","CPI","TOT","AGRWTH","M","2003-06",2.695872,
"ITA","CPI","TOT","AGRWTH","M","2003-07",2.691337,
"ITA","CPI","TOT","AGRWTH","M","2003-08",2.770781,
"ITA","CPI","TOT","AGRWTH","M","2003-09",2.766136,
"ITA","CPI","TOT","AGRWTH","M","2003-10",2.591973,
"ITA","CPI","TOT","AGRWTH","M","2003-11",2.5,
"ITA","CPI","TOT","AGRWTH","M","2003-12",2.497918,
"ITA","CPI","TOT","AGRWTH","M","2004-01",2.238806,
"ITA","CPI","TOT","AGRWTH","M","2004-02",2.317881,
"ITA","CPI","TOT","AGRWTH","M","2004-03",2.310231,
"ITA","CPI","TOT","AGRWTH","M","2004-04",2.304527,
"ITA","CPI","TOT","AGRWTH","M","2004-05",2.298851,
"ITA","CPI","TOT","AGRWTH","M","2004-06",2.378999,
"ITA","CPI","TOT","AGRWTH","M","2004-07",2.293202,
"ITA","CPI","TOT","AGRWTH","M","2004-08",2.287582,
"ITA","CPI","TOT","AGRWTH","M","2004-09",2.120718,
"ITA","CPI","TOT","AGRWTH","M","2004-10",2.03749,
"ITA","CPI","TOT","AGRWTH","M","2004-11",1.869919,
"ITA","CPI","TOT","AGRWTH","M","2004-12",2.030869,
"ITA","CPI","TOT","AGRWTH","M","2005-01",1.865369,
"ITA","CPI","TOT","AGRWTH","M","2005-02",1.941748,
"ITA","CPI","TOT","AGRWTH","M","2005-03",1.935484,
"ITA","CPI","TOT","AGRWTH","M","2005-04",1.850362,
"ITA","CPI","TOT","AGRWTH","M","2005-05",1.926164,
"ITA","CPI","TOT","AGRWTH","M","2005-06",1.76282,
"ITA","CPI","TOT","AGRWTH","M","2005-07",2.081665,
"ITA","CPI","TOT","AGRWTH","M","2005-08",1.996805,
"ITA","CPI","TOT","AGRWTH","M","2005-09",1.996805,
"ITA","CPI","TOT","AGRWTH","M","2005-10",2.236422,
"ITA","CPI","TOT","AGRWTH","M","2005-11",2.234637,
"ITA","CPI","TOT","AGRWTH","M","2005-12",1.990446,
"ITA","CPI","TOT","AGRWTH","M","2006-01",2.229299,
"ITA","CPI","TOT","AGRWTH","M","2006-02",2.142857,
"ITA","CPI","TOT","AGRWTH","M","2006-03",2.056962,
"ITA","CPI","TOT","AGRWTH","M","2006-04",2.21169,
"ITA","CPI","TOT","AGRWTH","M","2006-05",2.204724,
"ITA","CPI","TOT","AGRWTH","M","2006-06",2.283465,
"ITA","CPI","TOT","AGRWTH","M","2006-07",2.196079,
"ITA","CPI","TOT","AGRWTH","M","2006-08",2.192639,
"ITA","CPI","TOT","AGRWTH","M","2006-09",2.114331,
"ITA","CPI","TOT","AGRWTH","M","2006-10",1.796875,
"ITA","CPI","TOT","AGRWTH","M","2006-11",1.795472,
"ITA","CPI","TOT","AGRWTH","M","2006-12",1.873536,
"ITA","CPI","TOT","AGRWTH","M","2007-01",1.713396,
"ITA","CPI","TOT","AGRWTH","M","2007-02",1.787102,
"ITA","CPI","TOT","AGRWTH","M","2007-03",1.705426,
"ITA","CPI","TOT","AGRWTH","M","2007-04",1.545595,
"ITA","CPI","TOT","AGRWTH","M","2007-05",1.540832,
"ITA","CPI","TOT","AGRWTH","M","2007-06",1.69361,
"ITA","CPI","TOT","AGRWTH","M","2007-07",1.611665,
"ITA","CPI","TOT","AGRWTH","M","2007-08",1.609195,
"ITA","CPI","TOT","AGRWTH","M","2007-09",1.687117,
"ITA","CPI","TOT","AGRWTH","M","2007-10",2.072141,
"ITA","CPI","TOT","AGRWTH","M","2007-11",2.377301,
"ITA","CPI","TOT","AGRWTH","M","2007-12",2.605364,
"ITA","CPI","TOT","AGRWTH","M","2008-01",2.986217,
"ITA","CPI","TOT","AGRWTH","M","2008-02",2.900763,
"ITA","CPI","TOT","AGRWTH","M","2008-03",3.277439,
"ITA","CPI","TOT","AGRWTH","M","2008-04",3.348554,
"ITA","CPI","TOT","AGRWTH","M","2008-05",3.566009,
"ITA","CPI","TOT","AGRWTH","M","2008-06",3.785011,
"ITA","CPI","TOT","AGRWTH","M","2008-07",4.07855,
"ITA","CPI","TOT","AGRWTH","M","2008-08",4.072398,
"ITA","CPI","TOT","AGRWTH","M","2008-09",3.770739,
"ITA","CPI","TOT","AGRWTH","M","2008-10",3.458647,
"ITA","CPI","TOT","AGRWTH","M","2008-11",2.696629,
"ITA","CPI","TOT","AGRWTH","M","2008-12",2.240478,
"ITA","CPI","TOT","AGRWTH","M","2009-01",1.635688,
"ITA","CPI","TOT","AGRWTH","M","2009-02",1.632048,
"ITA","CPI","TOT","AGRWTH","M","2009-03",1.180812,
"ITA","CPI","TOT","AGRWTH","M","2009-04",1.178203,
"ITA","CPI","TOT","AGRWTH","M","2009-05",0.8791209,
"ITA","CPI","TOT","AGRWTH","M","2009-06",0.5105762,
"ITA","CPI","TOT","AGRWTH","M","2009-07",0,
"ITA","CPI","TOT","AGRWTH","M","2009-08",0.1449275,
"ITA","CPI","TOT","AGRWTH","M","2009-09",0.2180233,
"ITA","CPI","TOT","AGRWTH","M","2009-10",0.2906977,
"ITA","CPI","TOT","AGRWTH","M","2009-11",0.6564552,
"ITA","CPI","TOT","AGRWTH","M","2009-12",1.022644,
"ITA","CPI","TOT","AGRWTH","M","2010-01",1.316752,
"ITA","CPI","TOT","AGRWTH","M","2010-02",1.167883,
"ITA","CPI","TOT","AGRWTH","M","2010-03",1.38585,
"ITA","CPI","TOT","AGRWTH","M","2010-04",1.528384,
"ITA","CPI","TOT","AGRWTH","M","2010-05",1.379811,
"ITA","CPI","TOT","AGRWTH","M","2010-06",1.306241,
"ITA","CPI","TOT","AGRWTH","M","2010-07",1.669086,
"ITA","CPI","TOT","AGRWTH","M","2010-08",1.591896,
"ITA","CPI","TOT","AGRWTH","M","2010-09",1.595359,
"ITA","CPI","TOT","AGRWTH","M","2010-10",1.73913,
"ITA","CPI","TOT","AGRWTH","M","2010-11",1.73913,
"ITA","CPI","TOT","AGRWTH","M","2010-12",1.879971,
"ITA","CPI","TOT","AGRWTH","M","2011-01",2.149892,
"ITA","CPI","TOT","AGRWTH","M","2011-02",2.378788,
"ITA","CPI","TOT","AGRWTH","M","2011-03",2.486475,
"ITA","CPI","TOT","AGRWTH","M","2011-04",2.620215,
"ITA","CPI","TOT","AGRWTH","M","2011-05",2.646848,
"ITA","CPI","TOT","AGRWTH","M","2011-06",2.746991,
"ITA","CPI","TOT","AGRWTH","M","2011-07",2.679657,
"ITA","CPI","TOT","AGRWTH","M","2011-08",2.758974,
"ITA","CPI","TOT","AGRWTH","M","2011-09",2.979015,
"ITA","CPI","TOT","AGRWTH","M","2011-10",3.35641,
"ITA","CPI","TOT","AGRWTH","M","2011-11",3.256838,
"ITA","CPI","TOT","AGRWTH","M","2011-12",3.287296,
"ITA","CPI","TOT","AGRWTH","M","2012-01",3.162055,
"ITA","CPI","TOT","AGRWTH","M","2012-02",3.251231,
"ITA","CPI","TOT","AGRWTH","M","2012-03",3.336605,
"ITA","CPI","TOT","AGRWTH","M","2012-04",3.320313,
"ITA","CPI","TOT","AGRWTH","M","2012-05",3.219512,
"ITA","CPI","TOT","AGRWTH","M","2012-06",3.31384,
"ITA","CPI","TOT","AGRWTH","M","2012-07",3.109815,
"ITA","CPI","TOT","AGRWTH","M","2012-08",3.197675,
"ITA","CPI","TOT","AGRWTH","M","2012-09",3.197675,
"ITA","CPI","TOT","AGRWTH","M","2012-10",2.601156,
"ITA","CPI","TOT","AGRWTH","M","2012-11",2.507232,
"ITA","CPI","TOT","AGRWTH","M","2012-12",2.305475,
"ITA","CPI","TOT","AGRWTH","M","2013-01",2.203065,
"ITA","CPI","TOT","AGRWTH","M","2013-02",1.908397,
"ITA","CPI","TOT","AGRWTH","M","2013-03",1.614435,
"ITA","CPI","TOT","AGRWTH","M","2013-04",1.134215,
"ITA","CPI","TOT","AGRWTH","M","2013-05",1.134215,
"ITA","CPI","TOT","AGRWTH","M","2013-06",1.226415,
"ITA","CPI","TOT","AGRWTH","M","2013-07",1.225259,
"ITA","CPI","TOT","AGRWTH","M","2013-08",1.220657,
"ITA","CPI","TOT","AGRWTH","M","2013-09",0.9389671,
"ITA","CPI","TOT","AGRWTH","M","2013-10",0.7511737,
"ITA","CPI","TOT","AGRWTH","M","2013-11",0.6585137,
"ITA","CPI","TOT","AGRWTH","M","2013-12",0.657277,
"ITA","CPI","TOT","AGRWTH","M","2014-01",0.656045,
"ITA","CPI","TOT","AGRWTH","M","2014-02",0.4681648,
"ITA","CPI","TOT","AGRWTH","M","2014-03",0.3738318,
"ITA","CPI","TOT","AGRWTH","M","2014-04",0.5607477,
"ITA","CPI","TOT","AGRWTH","M","2014-05",0.4672897,
"ITA","CPI","TOT","AGRWTH","M","2014-06",0.2795899,
"ITA","CPI","TOT","AGRWTH","M","2014-07",0.09310987,
"ITA","CPI","TOT","AGRWTH","M","2014-08",-0.09276438,
"ITA","CPI","TOT","AGRWTH","M","2014-09",-0.1860465,
"ITA","CPI","TOT","AGRWTH","M","2014-10",0.09319665,
"ITA","CPI","TOT","AGRWTH","M","2014-11",0.1869159,
"ITA","CPI","TOT","AGRWTH","M","2014-12",0,
"ITA","CPI","TOT","AGRWTH","M","2015-01",-0.5586592,
"ITA","CPI","TOT","AGRWTH","M","2015-02",-0.09319665,
"ITA","CPI","TOT","AGRWTH","M","2015-03",-0.09310987,
"ITA","CPI","TOT","AGRWTH","M","2015-04",-0.09293681,
"ITA","CPI","TOT","AGRWTH","M","2015-05",0.09302326,
"ITA","CPI","TOT","AGRWTH","M","2015-06",0.1858736,
